Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Soil_Type,Wilderness_Area,Cover_Type
2980.0,318.0,7.0,162.0,27.0,3699.0,202.0,234.0,171.0,1831.0,T29,A1,2.0
2713.0,183.0,10.0,162.0,31.0,1440.0,223.0,247.0,156.0,3720.0,,A1,2.0
2984.0,324.0,24.0,108.0,,1410.0,154.0,207.0,189.0,2255.0,T33,A3,2.0
3189.0,222.0,14.0,85.0,22.0,3030.0,202.0,252.0,184.0,1054.0,T32,A3,2.0
2542.0,107.0,10.0,60.0,1.0,488.0,237.0,228.0,121.0,2192.0,T30,A1,2.0
3170.0,126.0,10.0,153.0,8.0,3007.0,238.0,233.0,125.0,3608.0,T22,,1.0
3234.0,291.0,16.0,270.0,73.0,,174.0,236.0,202.0,2509.0,T33,A2,1.0
2967.0,6.0,9.0,,123.0,1342.0,210.0,223.0,151.0,2446.0,T32,A3,2.0
3125.0,334.0,7.0,270.0,18.0,1061.0,204.0,231.0,166.0,1639.0,T24,A2,2.0
2925.0,84.0,18.0,210.0,-17.0,319.0,242.0,207.0,88.0,964.0,T29,A1,1.0
2919.0,90.0,7.0,201.0,6.0,4724.0,231.0,229.0,132.0,4002.0,T23,A1,2.0
3285.0,120.0,5.0,470.0,178.0,4253.0,229.0,235.0,140.0,1256.0,T29,A1,2.0
2886.0,98.0,15.0,85.0,,4230.0,243.0,218.0,100.0,6198.0,T29,A1,2.0
2968.0,105.0,10.0,216.0,29.0,300.0,237.0,228.0,120.0,2117.0,T10,A3,2.0
3217.0,352.0,16.0,108.0,18.0,1075.0,189.0,210.0,157.0,2041.0,T23,A2,1.0
2920.0,44.0,14.0,430.0,126.0,1230.0,222.0,210.0,119.0,2753.0,T33,A3,2.0
2673.0,94.0,9.0,0.0,0.0,1055.0,235.0,226.0,122.0,2078.0,T12,A1,2.0
3313.0,34.0,5.0,674.0,139.0,765.0,219.0,228.0,146.0,495.0,T33,,1.0
3220.0,357.0,16.0,324.0,125.0,5022.0,193.0,210.0,153.0,1896.0,T29,A1,1.0
2664.0,9.0,25.0,120.0,58.0,,183.0,181.0,127.0,7080.0,T29,A1,2.0
2551.0,38.0,17.0,351.0,14.0,513.0,218.0,202.0,114.0,685.0,,A1,2.0
3171.0,291.0,6.0,,9.0,,203.0,239.0,175.0,1027.0,T29,A1,1.0
3048.0,340.0,19.0,60.0,10.0,1838.0,176.0,209.0,169.0,1924.0,T29,A1,1.0
2743.0,194.0,28.0,,,2602.0,203.0,249.0,163.0,2334.0,T30,A1,2.0
3221.0,38.0,11.0,108.0,10.0,,220.0,216.0,129.0,3617.0,T29,A1,1.0
2765.0,61.0,14.0,170.0,19.0,2791.0,231.0,209.0,107.0,4705.0,T24,A1,2.0
3312.0,68.0,18.0,95.0,27.0,1681.0,235.0,202.0,92.0,1937.0,T39,A1,1.0
3142.0,314.0,17.0,518.0,101.0,,171.0,224.0,192.0,1040.0,T32,A3,2.0
3192.0,309.0,10.0,162.0,9.0,743.0,192.0,233.0,182.0,895.0,T22,A2,1.0
3067.0,38.0,8.0,67.0,1.0,3834.0,220.0,222.0,136.0,706.0,T23,A1,1.0
3080.0,48.0,18.0,390.0,11.0,3542.0,224.0,198.0,102.0,4870.0,T29,A1,2.0
2843.0,10.0,13.0,85.0,15.0,1140.0,205.0,213.0,143.0,2335.0,T24,A3,1.0
2955.0,52.0,11.0,424.0,0.0,4548.0,226.0,215.0,122.0,3316.0,T29,A1,2.0
2974.0,73.0,5.0,702.0,172.0,1140.0,226.0,230.0,139.0,2400.0,,A3,2.0
2932.0,148.0,7.0,272.0,85.0,1699.0,230.0,240.0,142.0,2318.0,T32,A3,2.0
3050.0,54.0,15.0,150.0,-9.0,4256.0,227.0,206.0,108.0,2580.0,T29,A1,2.0
2911.0,349.0,8.0,150.0,37.0,1026.0,206.0,227.0,160.0,2051.0,T31,A3,2.0
3200.0,129.0,10.0,216.0,18.0,4083.0,237.0,234.0,127.0,805.0,T23,A3,1.0
3351.0,18.0,2.0,134.0,2.0,1400.0,217.0,234.0,154.0,,,A2,1.0
2712.0,71.0,11.0,127.0,13.0,2170.0,233.0,218.0,115.0,7003.0,T12,A1,1.0
2578.0,63.0,14.0,150.0,47.0,853.0,232.0,211.0,108.0,1082.0,T11,A3,2.0
3047.0,195.0,31.0,474.0,110.0,3684.0,197.0,247.0,163.0,1188.0,T13,A3,2.0
2955.0,58.0,6.0,0.0,0.0,4112.0,224.0,228.0,138.0,2148.0,T20,A1,2.0
2930.0,234.0,15.0,,16.0,360.0,194.0,252.0,194.0,1332.0,T32,A3,2.0
2889.0,26.0,23.0,,76.0,684.0,203.0,184.0,108.0,849.0,T33,A3,1.0
2844.0,42.0,18.0,134.0,36.0,4134.0,220.0,197.0,106.0,1100.0,T29,A1,2.0
3220.0,314.0,15.0,350.0,68.0,3900.0,179.0,227.0,188.0,2087.0,T31,A3,1.0
2862.0,70.0,18.0,458.0,213.0,1077.0,236.0,202.0,90.0,509.0,T24,,2.0
3184.0,61.0,12.0,395.0,-22.0,1899.0,230.0,215.0,117.0,2905.0,T29,A1,2.0
2916.0,121.0,18.0,234.0,43.0,5322.0,248.0,222.0,94.0,4124.0,T29,A1,2.0
3103.0,82.0,15.0,190.0,17.0,4137.0,239.0,213.0,100.0,2971.0,T29,A1,2.0
2796.0,138.0,11.0,270.0,-5.0,785.0,237.0,236.0,129.0,2293.0,T30,A1,2.0
3005.0,351.0,6.0,0.0,0.0,4447.0,210.0,230.0,159.0,666.0,T19,A1,2.0
2989.0,50.0,11.0,,51.0,2358.0,225.0,217.0,125.0,2698.0,T31,A3,2.0
2963.0,36.0,16.0,,2.0,1173.0,217.0,203.0,117.0,1054.0,T24,A3,1.0
2663.0,251.0,28.0,60.0,26.0,872.0,148.0,246.0,228.0,1425.0,T13,A3,2.0
3025.0,47.0,11.0,408.0,45.0,4838.0,224.0,215.0,124.0,256.0,T20,A1,2.0
2973.0,177.0,16.0,256.0,36.0,2521.0,226.0,247.0,148.0,933.0,T13,A3,1.0
3262.0,279.0,3.0,792.0,152.0,1766.0,211.0,239.0,166.0,2430.0,T31,A3,1.0
3229.0,171.0,23.0,371.0,138.0,3772.0,228.0,243.0,134.0,516.0,T33,A3,2.0
2949.0,26.0,14.0,319.0,51.0,3848.0,213.0,208.0,129.0,5341.0,T29,A1,2.0
2619.0,136.0,26.0,,11.0,1431.0,249.0,220.0,82.0,999.0,T13,A3,2.0
3177.0,309.0,17.0,120.0,34.0,4776.0,170.0,226.0,196.0,1027.0,T22,A1,1.0
3147.0,62.0,10.0,0.0,0.0,3308.0,229.0,218.0,121.0,700.0,T22,A3,2.0
3239.0,337.0,17.0,,49.0,2760.0,180.0,213.0,172.0,2624.0,T24,A3,1.0
2798.0,33.0,10.0,400.0,-2.0,1816.0,218.0,219.0,136.0,2687.0,T12,A1,2.0
2477.0,159.0,11.0,30.0,0.0,713.0,231.0,242.0,141.0,1173.0,T17,A3,2.0
3242.0,301.0,11.0,794.0,24.0,3443.0,188.0,235.0,187.0,1110.0,T22,A3,1.0
3234.0,65.0,11.0,90.0,-5.0,1776.0,230.0,218.0,120.0,2609.0,T22,A1,1.0
2413.0,93.0,15.0,30.0,-5.0,577.0,242.0,215.0,99.0,612.0,T10,A3,2.0
2812.0,192.0,24.0,408.0,31.0,1650.0,210.0,250.0,161.0,1517.0,T4,A3,2.0
3298.0,76.0,12.0,67.0,15.0,2080.0,234.0,218.0,114.0,4651.0,T23,A2,1.0
2845.0,88.0,16.0,277.0,42.0,2670.0,242.0,212.0,95.0,1846.0,T29,A1,2.0
3028.0,328.0,16.0,,31.0,350.0,180.0,220.0,179.0,1825.0,T22,A3,1.0
2869.0,37.0,20.0,42.0,14.0,1276.0,216.0,193.0,105.0,721.0,T23,A3,2.0
2784.0,113.0,24.0,85.0,12.0,,252.0,208.0,69.0,1824.0,T29,A1,2.0
3224.0,120.0,16.0,277.0,33.0,,246.0,224.0,102.0,3054.0,T29,A1,2.0
3004.0,52.0,14.0,256.0,8.0,1053.0,226.0,208.0,112.0,1637.0,T32,A3,1.0
3050.0,29.0,11.0,85.0,19.0,6378.0,216.0,216.0,134.0,3217.0,T29,A1,2.0
3162.0,182.0,11.0,180.0,30.0,966.0,223.0,247.0,156.0,1717.0,T32,A3,2.0
3304.0,133.0,26.0,,160.0,3528.0,250.0,216.0,76.0,552.0,T39,A3,1.0
3305.0,202.0,30.0,0.0,0.0,2611.0,190.0,249.0,175.0,3581.0,T33,A2,1.0
3073.0,170.0,9.0,552.0,-55.0,6180.0,227.0,244.0,149.0,2885.0,T20,A1,2.0
3033.0,93.0,5.0,295.0,40.0,2652.0,227.0,233.0,140.0,376.0,T29,A1,1.0
2940.0,197.0,15.0,30.0,11.0,1092.0,215.0,252.0,167.0,458.0,T23,A3,2.0
3021.0,92.0,6.0,285.0,-2.0,3639.0,230.0,231.0,135.0,2681.0,T23,A1,2.0
3257.0,259.0,14.0,564.0,122.0,484.0,185.0,247.0,200.0,2336.0,,,2.0
3431.0,316.0,16.0,604.0,209.0,1020.0,177.0,225.0,188.0,1366.0,T40,A2,1.0
3118.0,129.0,6.0,42.0,2.0,1931.0,230.0,236.0,139.0,3089.0,T23,A3,1.0
2823.0,26.0,8.0,283.0,62.0,2121.0,216.0,222.0,142.0,3012.0,T12,A1,1.0
2729.0,138.0,6.0,134.0,8.0,2377.0,229.0,238.0,143.0,4297.0,T12,A1,2.0
3079.0,281.0,11.0,457.0,39.0,5071.0,190.0,241.0,191.0,577.0,T29,A1,2.0
3108.0,39.0,6.0,216.0,28.0,2006.0,220.0,227.0,142.0,2072.0,T29,A1,2.0
2837.0,194.0,9.0,67.0,3.0,566.0,219.0,248.0,163.0,446.0,T23,A3,1.0
3062.0,28.0,11.0,360.0,74.0,2284.0,216.0,216.0,135.0,2623.0,T32,A3,1.0
2916.0,140.0,33.0,124.0,53.0,6275.0,247.0,210.0,62.0,4277.0,T30,,2.0
2826.0,132.0,13.0,376.0,53.0,2345.0,241.0,233.0,120.0,2695.0,T30,A1,2.0
3000.0,119.0,8.0,404.0,112.0,2401.0,235.0,233.0,129.0,1872.0,T32,A3,2.0
3106.0,68.0,25.0,631.0,-68.0,1130.0,236.0,183.0,63.0,932.0,T29,A1,1.0
3297.0,135.0,4.0,516.0,110.0,5260.0,226.0,238.0,147.0,1080.0,T29,A1,2.0
3359.0,10.0,13.0,127.0,,2389.0,206.0,213.0,144.0,4209.0,T35,A2,1.0
2966.0,109.0,10.0,85.0,17.0,1998.0,238.0,229.0,121.0,938.0,T29,A1,1.0
3153.0,6.0,6.0,42.0,2.0,4433.0,212.0,227.0,153.0,1839.0,T23,A1,1.0
3162.0,346.0,19.0,589.0,121.0,3708.0,179.0,205.0,162.0,1705.0,T39,A3,2.0
2825.0,68.0,16.0,30.0,11.0,2419.0,235.0,206.0,99.0,2255.0,T20,A3,1.0
2706.0,345.0,10.0,162.0,29.0,2165.0,200.0,224.0,163.0,4497.0,T12,A1,2.0
2949.0,238.0,14.0,390.0,53.0,5857.0,195.0,251.0,192.0,6389.0,T29,A1,2.0
3170.0,117.0,6.0,0.0,0.0,2082.0,231.0,234.0,136.0,1771.0,T23,A3,1.0
2726.0,42.0,13.0,30.0,1.0,390.0,222.0,212.0,123.0,2448.0,T24,A1,2.0
2872.0,42.0,12.0,,59.0,3471.0,222.0,213.0,125.0,,T12,A1,2.0
2576.0,54.0,10.0,285.0,52.0,,226.0,218.0,124.0,484.0,T22,A1,2.0
2973.0,335.0,19.0,150.0,33.0,1842.0,175.0,211.0,174.0,674.0,T24,A3,1.0
2807.0,148.0,9.0,150.0,27.0,2951.0,232.0,240.0,139.0,2076.0,T30,A1,2.0
2834.0,219.0,13.0,,5.0,2380.0,204.0,252.0,182.0,2106.0,T22,A3,1.0
2887.0,14.0,9.0,268.0,,3740.0,212.0,222.0,147.0,3510.0,T23,A1,2.0
2594.0,68.0,5.0,0.0,0.0,390.0,225.0,230.0,139.0,1266.0,T20,A1,2.0
2746.0,325.0,31.0,150.0,35.0,2419.0,127.0,189.0,192.0,2012.0,T24,A3,2.0
3101.0,10.0,4.0,242.0,5.0,5312.0,215.0,231.0,153.0,1231.0,T29,A1,1.0
2946.0,82.0,16.0,,61.0,3540.0,240.0,210.0,96.0,2914.0,T29,A1,2.0
3223.0,352.0,14.0,234.0,,2432.0,195.0,216.0,158.0,2671.0,T24,A3,1.0
3263.0,233.0,14.0,234.0,4.0,3336.0,196.0,252.0,191.0,1633.0,T23,A3,1.0
3134.0,78.0,18.0,85.0,18.0,1471.0,240.0,204.0,88.0,1824.0,T31,A3,1.0
3303.0,20.0,19.0,242.0,96.0,2058.0,204.0,197.0,125.0,2100.0,T33,A3,1.0
3172.0,257.0,24.0,787.0,251.0,3268.0,156.0,246.0,223.0,2466.0,T27,A3,1.0
3082.0,335.0,22.0,626.0,41.0,1294.0,166.0,206.0,175.0,912.0,T33,A3,2.0
2783.0,89.0,23.0,90.0,61.0,2017.0,247.0,196.0,65.0,604.0,T13,A3,2.0
2596.0,157.0,23.0,228.0,55.0,470.0,238.0,236.0,114.0,2367.0,T30,A1,2.0
2767.0,117.0,15.0,120.0,32.0,1542.0,245.0,225.0,105.0,2489.0,T29,A1,2.0
3262.0,311.0,5.0,,22.0,5430.0,206.0,236.0,169.0,285.0,T38,A1,2.0
3242.0,207.0,4.0,499.0,,484.0,217.0,244.0,163.0,589.0,T32,A3,1.0
2706.0,170.0,16.0,30.0,-5.0,793.0,230.0,245.0,142.0,674.0,T3,A3,2.0
3122.0,342.0,10.0,426.0,76.0,5080.0,200.0,226.0,164.0,722.0,T29,A1,2.0
3214.0,70.0,15.0,690.0,7.0,1865.0,235.0,210.0,103.0,2620.0,T33,A3,1.0
3005.0,45.0,13.0,242.0,20.0,4680.0,223.0,212.0,121.0,,T29,A1,1.0
3316.0,23.0,5.0,618.0,128.0,1140.0,217.0,228.0,148.0,2429.0,T23,A1,2.0
2617.0,134.0,14.0,30.0,2.0,1410.0,241.0,233.0,118.0,2451.0,T30,,2.0
2850.0,45.0,13.0,283.0,52.0,3101.0,223.0,210.0,119.0,331.0,T33,A3,2.0
2999.0,12.0,13.0,150.0,20.0,5049.0,206.0,212.0,142.0,1110.0,,A1,2.0
2674.0,86.0,7.0,420.0,22.0,859.0,230.0,229.0,132.0,1734.0,T12,A1,2.0
3011.0,86.0,8.0,127.0,8.0,4063.0,232.0,227.0,129.0,2571.0,T29,A1,2.0
3386.0,198.0,8.0,912.0,202.0,1100.0,218.0,247.0,164.0,679.0,T31,A2,1.0
2952.0,343.0,9.0,484.0,46.0,5447.0,202.0,226.0,163.0,2023.0,,A1,2.0
2609.0,8.0,9.0,,57.0,1290.0,210.0,223.0,150.0,1406.0,T11,,2.0
3068.0,311.0,18.0,120.0,34.0,1036.0,169.0,225.0,195.0,1530.0,T32,A3,2.0
3078.0,78.0,7.0,495.0,67.0,1605.0,229.0,228.0,132.0,2358.0,T29,A1,2.0
2997.0,58.0,16.0,474.0,174.0,417.0,230.0,203.0,101.0,834.0,T33,A3,2.0
2862.0,39.0,20.0,30.0,7.0,1289.0,217.0,192.0,102.0,750.0,T23,A3,1.0
3229.0,94.0,3.0,513.0,22.0,4736.0,224.0,234.0,145.0,2379.0,T38,A1,1.0
3202.0,279.0,17.0,270.0,95.0,212.0,172.0,240.0,207.0,631.0,T22,A2,1.0
2993.0,44.0,13.0,201.0,3.0,3606.0,222.0,211.0,121.0,,T29,A1,1.0
3325.0,45.0,1.0,799.0,52.0,937.0,219.0,236.0,155.0,1001.0,T23,A2,1.0
3303.0,169.0,14.0,30.0,2.0,1493.0,230.0,245.0,144.0,1341.0,,A1,1.0
2886.0,101.0,22.0,342.0,107.0,691.0,250.0,204.0,70.0,1159.0,T30,A1,2.0
3289.0,210.0,24.0,335.0,-45.0,3055.0,194.0,254.0,185.0,488.0,T33,A3,1.0
2860.0,83.0,6.0,30.0,,2513.0,229.0,230.0,135.0,430.0,T23,A3,1.0
2977.0,213.0,11.0,474.0,35.0,2034.0,210.0,250.0,175.0,2230.0,T32,A3,2.0
3294.0,199.0,19.0,331.0,,1947.0,210.0,253.0,171.0,,T33,A3,1.0
2912.0,17.0,17.0,255.0,39.0,738.0,204.0,203.0,132.0,,T24,A3,2.0
3206.0,316.0,22.0,124.0,0.0,3810.0,156.0,215.0,197.0,1634.0,T29,A1,1.0
3162.0,108.0,7.0,218.0,23.0,2854.0,232.0,232.0,133.0,3508.0,T29,A1,2.0
3227.0,132.0,11.0,124.0,3.0,4243.0,238.0,234.0,124.0,2248.0,T23,A1,1.0
3137.0,87.0,8.0,451.0,91.0,5018.0,232.0,227.0,127.0,892.0,T29,A1,2.0
2515.0,255.0,20.0,,82.0,509.0,170.0,248.0,214.0,201.0,T10,A4,2.0
2998.0,148.0,10.0,150.0,10.0,1182.0,234.0,239.0,136.0,1837.0,T22,A3,2.0
3312.0,185.0,3.0,497.0,44.0,1307.0,220.0,241.0,157.0,1920.0,T22,A1,1.0
3291.0,110.0,24.0,120.0,-39.0,649.0,252.0,206.0,68.0,3635.0,T32,A2,2.0
3038.0,153.0,11.0,30.0,,636.0,233.0,241.0,137.0,1279.0,T30,A1,1.0
2969.0,316.0,17.0,339.0,106.0,1050.0,174.0,224.0,189.0,997.0,T33,A3,2.0
3159.0,15.0,11.0,391.0,59.0,5535.0,210.0,216.0,142.0,484.0,T29,A1,1.0
3195.0,111.0,6.0,228.0,69.0,3194.0,230.0,234.0,137.0,3571.0,T23,A1,1.0
2793.0,315.0,16.0,170.0,45.0,2293.0,175.0,225.0,189.0,769.0,T31,A3,2.0
3276.0,263.0,13.0,182.0,24.0,3210.0,187.0,246.0,197.0,732.0,T23,A3,1.0
2465.0,53.0,27.0,42.0,3.0,510.0,223.0,171.0,65.0,1061.0,T10,A4,2.0
2422.0,49.0,31.0,212.0,74.0,534.0,216.0,159.0,56.0,691.0,T10,A3,2.0
2787.0,282.0,18.0,242.0,111.0,2184.0,168.0,238.0,209.0,218.0,T33,A3,2.0
3044.0,75.0,22.0,631.0,217.0,1110.0,241.0,192.0,71.0,752.0,T29,A1,2.0
2805.0,82.0,15.0,234.0,41.0,1679.0,240.0,212.0,98.0,2007.0,T29,A1,2.0
3221.0,238.0,9.0,60.0,7.0,5008.0,204.0,248.0,181.0,430.0,T22,A1,1.0
3129.0,108.0,5.0,,,6670.0,228.0,234.0,141.0,2400.0,T29,A1,2.0
3188.0,307.0,19.0,216.0,10.0,4109.0,163.0,225.0,200.0,391.0,T24,,1.0
2907.0,291.0,20.0,514.0,261.0,1329.0,160.0,233.0,210.0,1812.0,T33,A3,2.0
3075.0,261.0,11.0,42.0,,5440.0,192.0,246.0,193.0,2656.0,T23,A1,2.0
3022.0,258.0,22.0,0.0,0.0,2200.0,163.0,247.0,219.0,551.0,T32,A3,2.0
3049.0,188.0,22.0,371.0,223.0,2774.0,215.0,250.0,157.0,1077.0,T34,A3,2.0
2974.0,34.0,9.0,150.0,0.0,5789.0,219.0,221.0,138.0,2012.0,T22,A1,1.0
3167.0,31.0,7.0,371.0,63.0,2971.0,218.0,225.0,143.0,1626.0,T23,A3,1.0
2962.0,143.0,7.0,210.0,36.0,5045.0,231.0,239.0,140.0,6328.0,T12,A1,1.0
3132.0,294.0,16.0,234.0,38.0,175.0,173.0,234.0,201.0,912.0,T22,A2,1.0
3033.0,257.0,6.0,324.0,49.0,3115.0,205.0,244.0,177.0,573.0,T32,A3,2.0
2896.0,11.0,23.0,124.0,41.0,124.0,189.0,187.0,127.0,1819.0,T30,A1,1.0
3283.0,166.0,25.0,454.0,134.0,1470.0,232.0,239.0,123.0,1579.0,T33,A2,1.0
2389.0,22.0,30.0,60.0,30.0,552.0,186.0,161.0,96.0,1216.0,T10,A4,2.0
2951.0,3.0,17.0,212.0,52.0,2374.0,195.0,206.0,146.0,1999.0,T33,A3,1.0
3095.0,353.0,15.0,170.0,33.0,2940.0,192.0,212.0,156.0,2313.0,T23,A3,1.0
3220.0,26.0,12.0,270.0,10.0,2678.0,214.0,213.0,133.0,1240.0,T22,A3,1.0
2515.0,100.0,7.0,485.0,37.0,799.0,232.0,231.0,131.0,,T18,A1,2.0
3023.0,16.0,26.0,180.0,,1840.0,188.0,176.0,114.0,3742.0,T29,A1,1.0
3024.0,135.0,12.0,30.0,-2.0,,238.0,235.0,125.0,5303.0,T30,A1,2.0
2903.0,45.0,15.0,485.0,106.0,2748.0,223.0,205.0,112.0,,T29,A1,2.0
2822.0,240.0,27.0,150.0,41.0,1302.0,159.0,250.0,219.0,1595.0,T4,A3,2.0
2892.0,53.0,10.0,30.0,0.0,3340.0,226.0,218.0,126.0,4092.0,T23,A1,2.0
2593.0,65.0,11.0,277.0,-23.0,400.0,230.0,218.0,119.0,1167.0,T9,,2.0
3263.0,48.0,11.0,391.0,,4158.0,224.0,215.0,123.0,2896.0,T29,A1,1.0
2849.0,24.0,16.0,180.0,36.0,2955.0,210.0,205.0,128.0,1926.0,T24,A3,2.0
2720.0,138.0,6.0,0.0,0.0,1234.0,230.0,238.0,142.0,1880.0,T20,A3,1.0
3096.0,52.0,3.0,150.0,0.0,4133.0,221.0,233.0,149.0,1348.0,T22,A1,1.0
3010.0,151.0,26.0,212.0,19.0,,242.0,229.0,99.0,1624.0,T30,A1,2.0
2985.0,355.0,18.0,150.0,24.0,2289.0,187.0,205.0,153.0,2037.0,T32,A3,2.0
2861.0,44.0,15.0,553.0,35.0,930.0,222.0,207.0,116.0,1590.0,T11,A3,2.0
3073.0,92.0,24.0,240.0,-14.0,693.0,249.0,195.0,61.0,1783.0,T29,A1,2.0
3194.0,173.0,4.0,42.0,3.0,,222.0,241.0,155.0,953.0,T23,A1,1.0
3571.0,319.0,24.0,335.0,159.0,3095.0,150.0,210.0,196.0,1495.0,T40,A1,1.0
3345.0,180.0,13.0,342.0,66.0,3894.0,224.0,248.0,153.0,1855.0,T38,A3,1.0
3042.0,18.0,3.0,42.0,1.0,2965.0,217.0,233.0,153.0,446.0,T22,A1,1.0
3144.0,34.0,5.0,212.0,29.0,2214.0,219.0,228.0,146.0,2182.0,,A1,1.0
2989.0,5.0,15.0,234.0,56.0,552.0,200.0,210.0,146.0,1736.0,,A3,1.0
3114.0,107.0,13.0,295.0,,3331.0,241.0,224.0,110.0,2108.0,T33,A3,1.0
2953.0,58.0,3.0,30.0,0.0,1296.0,222.0,233.0,147.0,1208.0,T31,A3,2.0
2605.0,11.0,14.0,190.0,51.0,918.0,205.0,212.0,142.0,607.0,T29,A1,2.0
2751.0,57.0,8.0,0.0,0.0,2954.0,226.0,223.0,132.0,2791.0,T16,,1.0
3167.0,222.0,18.0,534.0,69.0,3354.0,195.0,254.0,191.0,1889.0,T33,A3,1.0
3029.0,174.0,11.0,85.0,-11.0,2322.0,227.0,246.0,150.0,3918.0,T23,A1,1.0
3169.0,272.0,11.0,85.0,7.0,1830.0,191.0,243.0,191.0,2192.0,T23,A3,1.0
2965.0,63.0,22.0,342.0,163.0,360.0,233.0,188.0,76.0,1342.0,T29,A1,2.0
3079.0,354.0,2.0,577.0,36.0,663.0,215.0,235.0,157.0,725.0,T23,,2.0
3097.0,36.0,8.0,67.0,0.0,3848.0,220.0,222.0,138.0,1682.0,T23,A1,2.0
2836.0,359.0,9.0,,36.0,2252.0,206.0,223.0,155.0,1959.0,T29,A1,2.0
3188.0,130.0,16.0,242.0,61.0,2223.0,245.0,229.0,108.0,3252.0,T33,A3,1.0
3163.0,77.0,9.0,60.0,-7.0,4953.0,232.0,223.0,122.0,2266.0,T29,A1,1.0
3385.0,242.0,20.0,124.0,30.0,1994.0,178.0,252.0,208.0,3638.0,T32,A2,1.0
3062.0,36.0,18.0,95.0,31.0,940.0,215.0,196.0,110.0,1299.0,T24,A3,1.0
3175.0,119.0,19.0,402.0,83.0,297.0,248.0,220.0,92.0,3933.0,T22,A2,2.0
2949.0,246.0,6.0,371.0,43.0,5712.0,207.0,245.0,176.0,2512.0,T30,A1,2.0
3031.0,31.0,18.0,384.0,105.0,4868.0,213.0,198.0,116.0,3161.0,T29,A1,1.0
3187.0,253.0,13.0,,,5818.0,191.0,248.0,195.0,3182.0,T22,A1,2.0
3132.0,94.0,10.0,306.0,32.0,3439.0,236.0,225.0,119.0,4814.0,T29,A1,2.0
3210.0,41.0,9.0,218.0,-13.0,488.0,221.0,221.0,134.0,2250.0,T22,A1,1.0
2819.0,355.0,6.0,255.0,26.0,1739.0,211.0,230.0,157.0,1410.0,,A1,2.0
2549.0,70.0,10.0,162.0,28.0,42.0,231.0,221.0,123.0,706.0,T6,A4,2.0
3070.0,245.0,25.0,120.0,39.0,2529.0,161.0,250.0,219.0,1456.0,,A3,2.0
3010.0,213.0,12.0,484.0,120.0,5381.0,209.0,251.0,176.0,932.0,T30,A1,2.0
2999.0,191.0,2.0,433.0,106.0,5373.0,219.0,241.0,158.0,895.0,T30,A1,2.0
2862.0,287.0,13.0,127.0,-18.0,1556.0,183.0,239.0,196.0,1445.0,,A3,2.0
2952.0,87.0,14.0,240.0,35.0,5272.0,240.0,216.0,104.0,,T22,A1,2.0
2864.0,72.0,30.0,150.0,69.0,162.0,238.0,168.0,39.0,1304.0,T29,A1,1.0
2910.0,127.0,14.0,256.0,16.0,824.0,242.0,230.0,114.0,2477.0,T32,A3,2.0
2916.0,90.0,16.0,300.0,,3292.0,243.0,213.0,96.0,4440.0,T12,A1,2.0
3047.0,320.0,12.0,95.0,13.0,4080.0,190.0,229.0,179.0,2317.0,T29,A1,2.0
3135.0,11.0,6.0,272.0,23.0,2858.0,214.0,228.0,151.0,1061.0,T24,A3,1.0
3175.0,92.0,7.0,342.0,35.0,547.0,231.0,229.0,131.0,2399.0,T22,A1,1.0
2782.0,356.0,15.0,67.0,12.0,3065.0,195.0,212.0,154.0,4860.0,,,2.0
2869.0,321.0,13.0,255.0,33.0,2490.0,186.0,227.0,180.0,2412.0,T29,A1,2.0
3210.0,206.0,11.0,658.0,-3.0,510.0,213.0,250.0,171.0,2379.0,T23,A3,2.0
2730.0,317.0,16.0,342.0,153.0,997.0,175.0,224.0,188.0,1982.0,T13,A3,2.0
3054.0,29.0,13.0,488.0,79.0,2221.0,215.0,211.0,130.0,2402.0,T24,A3,1.0
2926.0,166.0,21.0,190.0,10.0,5042.0,233.0,242.0,129.0,4500.0,T30,A1,2.0
2569.0,121.0,6.0,30.0,-2.0,2912.0,230.0,235.0,139.0,,T20,A3,2.0
2632.0,107.0,19.0,335.0,88.0,1027.0,249.0,213.0,85.0,1419.0,T30,,2.0
3139.0,94.0,17.0,323.0,20.0,3336.0,245.0,212.0,91.0,4797.0,T29,A1,2.0
2731.0,91.0,27.0,390.0,184.0,1176.0,249.0,186.0,48.0,932.0,T13,,2.0
3019.0,358.0,21.0,594.0,12.0,1865.0,183.0,197.0,148.0,904.0,,A3,1.0
3087.0,90.0,13.0,,10.0,1892.0,240.0,219.0,107.0,2336.0,T29,A1,2.0
2865.0,0.0,13.0,60.0,16.0,2688.0,200.0,215.0,152.0,2123.0,T23,A1,2.0
2858.0,221.0,25.0,150.0,57.0,3270.0,182.0,254.0,198.0,1632.0,T4,,2.0
2987.0,81.0,17.0,30.0,,845.0,241.0,208.0,92.0,878.0,,A1,1.0
3074.0,241.0,6.0,67.0,6.0,1566.0,209.0,245.0,174.0,2029.0,T23,A3,1.0
2978.0,349.0,2.0,295.0,78.0,1530.0,215.0,235.0,158.0,1779.0,T32,A3,2.0
2841.0,331.0,28.0,85.0,37.0,812.0,145.0,194.0,182.0,,T23,A3,1.0
