Country Name,Country Code,Year,population,co2emissions,fertility,life_expectancy,internet_usage,gdp,Region,IncomeGroup
"Korea, Dem. People's Rep.",PRK,1976,16987170.0,,2.836,64.143,,,East Asia & Pacific,Low income
Portugal,PRT,1976,9355810.0,,2.82,68.8609756097561,,2173.28393425975,Europe & Central Asia,High income
Paraguay,PRY,1976,2782624.0,,5.154,63.705,,610.560506004519,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,1976,,,,,,,Middle East & North Africa,Lower middle income
French Polynesia,PYF,1976,144356.0,,4.517,64.378,,5072.79856065135,East Asia & Pacific,High income
Qatar,QAT,1976,210990.0,,6.003,69.385,,15566.1468893764,Middle East & North Africa,High income
Romania,ROU,1976,21551634.0,,2.54,69.6987804878049,,,Europe & Central Asia,High income
Russian Federation,RUS,1976,135147000.0,,1.97,67.4875609756098,,,Europe & Central Asia,Upper middle income
Rwanda,RWA,1976,4648207.0,,8.243,44.647,,137.204337522209,Sub-Saharan Africa,Low income
Saudi Arabia,SAU,1976,8319556.0,,7.33,58.966,,7693.39419912413,Middle East & North Africa,High income
Sudan,SDN,1976,14066007.0,,6.903,53.462,,390.460479736328,Sub-Saharan Africa,Low income
Senegal,SEN,1976,5181195.0,,7.258,45.098,,553.883382577206,Sub-Saharan Africa,Lower middle income
Singapore,SGP,1976,2293300.0,,2.11,71.1650731707317,,2758.94038028476,East Asia & Pacific,High income
Solomon Islands,SLB,1976,204082.0,,7.016,60.749,,407.184895809702,East Asia & Pacific,Lower middle income
Sierra Leone,SLE,1976,3112863.0,,6.553,41.631,,191.108851348051,Sub-Saharan Africa,Low income
El Salvador,SLV,1976,4166890.0,,5.567,54.627,,558.757274610081,Latin America & Caribbean,Lower middle income
San Marino,SMR,1976,20160.0,,,,,,Europe & Central Asia,High income
Somalia,SOM,1976,4333779.0,,7.016,44.568,,186.27525970685,Sub-Saharan Africa,Low income
Serbia,SRB,1976,7214000.0,,,,,,Europe & Central Asia,Upper middle income
South Sudan,SSD,1976,3808615.0,,6.922,36.84,,,Sub-Saharan Africa,Low income
Sao Tome and Principe,STP,1976,88078.0,,6.524,58.576,,,Sub-Saharan Africa,Lower middle income
Suriname,SUR,1976,389231.0,,4.526,61.25,,1298.71464503084,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,1976,4789507.0,,2.55,70.4631951219512,,,Europe & Central Asia,High income
Slovenia,SVN,1976,1820249.0,,2.201,70.3073170731707,,,Europe & Central Asia,High income
Sweden,SWE,1976,8222286.0,,1.68,74.9692682926829,,10868.2757657546,Europe & Central Asia,High income
Eswatini,SWZ,1976,525457.0,,6.743,54.658,,518.670601849557,Sub-Saharan Africa,Lower middle income
Sint Maarten (Dutch part),SXM,1976,9523.0,,,,,,Latin America & Caribbean,High income
Seychelles,SYC,1976,60504.0,,4.5,,,814.474737986674,Sub-Saharan Africa,High income
Syrian Arab Republic,SYR,1976,7758673.0,,7.435,63.922,,827.155984392153,Middle East & North Africa,Low income
Turks and Caicos Islands,TCA,1976,6668.0,,4.839,69.865,,,Latin America & Caribbean,High income
Chad,TCD,1976,4163051.0,,6.893,42.036,,208.031311900261,Sub-Saharan Africa,Low income
Togo,TGO,1976,2569671.0,,7.144,49.328,,241.032853692364,Sub-Saharan Africa,Low income
Thailand,THA,1976,41882128.0,,4.152,61.978,,405.547949856411,East Asia & Pacific,Upper middle income
Tajikistan,TJK,1976,3590606.0,,6.493,59.167,,,Europe & Central Asia,Lower middle income
Turkmenistan,TKM,1976,2592280.0,,5.802,59.668,,,Europe & Central Asia,Upper middle income
Timor-Leste,TLS,1976,609650.0,,5.119,25.957,,,East Asia & Pacific,Lower middle income
Tonga,TON,1976,94921.0,,5.438,65.127,,316.435951601799,East Asia & Pacific,Upper middle income
Trinidad and Tobago,TTO,1976,1067696.0,,3.187,66.273,,2341.87501291732,Latin America & Caribbean,High income
Tunisia,TUN,1976,5929998.0,,5.936,60.426,,760.190661864913,Middle East & North Africa,Lower middle income
Turkiye,TUR,1976,40500997.0,,4.919,59.965,,1262.44879311511,Europe & Central Asia,Upper middle income
Tuvalu,TUV,1976,6677.0,,3.475,59.159,,,East Asia & Pacific,Upper middle income
Tanzania,TZA,1976,16838919.0,,6.989,49.236,,,Sub-Saharan Africa,Lower middle income
Uganda,UGA,1976,12045227.0,,7.231,45.869,,203.175913579711,Sub-Saharan Africa,Low income
Ukraine,UKR,1976,49144535.0,,1.99,69.0428536585366,,,Europe & Central Asia,Lower middle income
Uruguay,URY,1976,2891094.0,,3.008,69.523,,1268.43376295746,Latin America & Caribbean,High income
United States,USA,1976,218035000.0,,1.738,72.8560975609756,,8592.25353727612,North America,High income
Uzbekistan,UZB,1976,14307397.0,,5.746,62.506,,,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,1976,104709.0,,4.729,69.391,,313.17729109208,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,1976,13566112.0,,4.589,67.554,,2316.0309220299,Latin America & Caribbean,
British Virgin Islands,VGB,1976,10428.0,,3.285,68.074,,,Latin America & Caribbean,High income
Virgin Islands (U.S.),VIR,1976,96166.0,,3.424,67.6617804878049,,,Latin America & Caribbean,High income
Vietnam,VNM,1976,48163573.0,,5.45,64.775,,,East Asia & Pacific,Lower middle income
Vanuatu,VUT,1976,105341.0,,6.016,58.659,,,East Asia & Pacific,Lower middle income
Samoa,WSM,1976,158136.0,,6.529,63.214,,,East Asia & Pacific,Lower middle income
Kosovo,XKX,1976,1400000.0,,5.272,66.441,,,Europe & Central Asia,Upper middle income
"Yemen, Rep.",YEM,1976,8094985.0,,8.444,46.238,,,Middle East & North Africa,Low income
South Africa,ZAF,1976,26480300.0,,5.071,58.006,,1554.00240807175,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,1976,5079672.0,,7.366,54.604,,540.726701589056,Sub-Saharan Africa,Low income
Zimbabwe,ZWE,1976,6288387.0,,6.91,56.936,,686.721730071638,Sub-Saharan Africa,Lower middle income
Aruba,ABW,1977,61465.0,,2.446,70.264,,,Latin America & Caribbean,High income
Afghanistan,AFG,1977,12687301.0,,7.591,41.228,,232.778698777445,South Asia,Low income
Angola,AGO,1977,7511895.0,,7.475,41.437,,,Sub-Saharan Africa,Lower middle income
Albania,ALB,1977,2513546.0,,4.136,69.121,,,Europe & Central Asia,Upper middle income
Andorra,AND,1977,30949.0,,,,,8207.70148762917,Europe & Central Asia,High income
United Arab Emirates,ARE,1977,706861.0,,6.155,66.514,,35186.2320379881,Middle East & North Africa,High income
Argentina,ARG,1977,26713780.0,,3.359,67.861,,2125.53221974145,Latin America & Caribbean,Upper middle income
Armenia,ARM,1977,2965523.0,,2.76,65.364,,,Europe & Central Asia,Upper middle income
American Samoa,ASM,1977,30816.0,,,,,,East Asia & Pacific,Upper middle income
Antigua and Barbuda,ATG,1977,64117.0,,2.784,72.546,,1208.67716368052,Latin America & Caribbean,High income
Australia,AUS,1977,14192000.0,,2.007,73.3443902439024,,7775.57764482147,East Asia & Pacific,High income
Austria,AUT,1977,7568430.0,,1.63,71.9146341463415,,6810.62768469634,Europe & Central Asia,High income
Azerbaijan,AZE,1977,5876150.0,,3.869,60.627,,,Europe & Central Asia,Upper middle income
Burundi,BDI,1977,3927428.0,,7.245,43.513,,139.413263732793,Sub-Saharan Africa,Low income
Belgium,BEL,1977,9830358.0,,1.71,72.7739024390244,,8426.94695947372,Europe & Central Asia,High income
Benin,BEN,1977,3546454.0,,6.854,46.176,,211.492871232007,Sub-Saharan Africa,Lower middle income
Burkina Faso,BFA,1977,6416569.0,,7.046,44.147,,176.297460267401,Sub-Saharan Africa,Low income
Bangladesh,BGD,1977,78137788.0,,6.593,51.197,,123.514493421219,South Asia,Lower middle income
Bulgaria,BGR,1977,8804183.0,,2.21,70.8160975609756,,,Europe & Central Asia,Upper middle income
Bahrain,BHR,1977,315337.0,,5.306,69.604,,,Middle East & North Africa,High income
"Bahamas, The",BHS,1977,210534.0,,3.17,67.88,,3386.62638813683,Latin America & Caribbean,High income
Bosnia and Herzegovina,BIH,1977,4096516.0,,2.175,70.041,,,Europe & Central Asia,Upper middle income
Belarus,BLR,1977,9463000.0,,2.08,70.2890243902439,,,Europe & Central Asia,Upper middle income
Belize,BLZ,1977,136183.0,,6.195,66.518,,863.911060851942,Latin America & Caribbean,Upper middle income
Bermuda,BMU,1977,53400.0,,,,,8370.78651685393,North America,High income
Bolivia,BOL,1977,5363917.0,,5.673,49.734,,601.693926632174,Latin America & Caribbean,Lower middle income
Brazil,BRA,1977,113939886.0,,4.267,60.24,,1547.6942060653,Latin America & Caribbean,Upper middle income
Barbados,BRB,1977,249663.0,,2.198,70.719,,1983.06384177488,Latin America & Caribbean,High income
Brunei Darussalam,BRN,1977,170560.0,,4.58,68.075,,10159.0124351619,East Asia & Pacific,High income
Bhutan,BTN,1977,376387.0,,6.605,45.789,,,South Asia,Lower middle income
Botswana,BWA,1977,806968.0,,6.495,59.169,,559.62978137383,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,1977,2342048.0,,5.968,48.838,,216.60449345323,Sub-Saharan Africa,Low income
Canada,CAN,1977,23725843.0,,1.782,74.2156097560976,,8919.05746104275,North America,High income
Switzerland,CHE,1977,6281174.0,,1.53,75.2380487804878,,,Europe & Central Asia,High income
Channel Islands,CHI,1977,127425.0,,1.523,72.833,,,Europe & Central Asia,High income
Chile,CHL,1977,10969861.0,,2.981,67.402,,1272.84141718307,Latin America & Caribbean,High income
China,CHN,1977,943455000.0,,2.844,62.538,,185.422832913673,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,1977,7415900.0,,7.828,50.184,,844.815579749638,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,1977,7796825.0,,6.52,49.995,,435.390539665612,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,1977,24256464.0,,6.429,44.763,,508.91278974432,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,1977,1706181.0,,6.271,55.806,,448.501085545175,Sub-Saharan Africa,Lower middle income
Colombia,COL,1977,24443926.0,,4.179,65.424,,796.556192288003,Latin America & Caribbean,Upper middle income
Comoros,COM,1977,298152.0,,7.101,49.047,,,Sub-Saharan Africa,Lower middle income
Cabo Verde,CPV,1977,309389.0,,6.645,59.568,,,Sub-Saharan Africa,Lower middle income
Costa Rica,CRI,1977,2225630.0,,3.701,71.288,,1380.47519706127,Latin America & Caribbean,Upper middle income
Cuba,CUB,1977,9672546.0,,2.213,71.895,,1468.70934236951,Latin America & Caribbean,Upper middle income
Curacao,CUW,1977,149459.0,,,,,,Latin America & Caribbean,High income
Cayman Islands,CYM,1977,15116.0,,,,,,Latin America & Caribbean,High income
Cyprus,CYP,1977,656414.0,,2.089,71.302,,1476.271484375,Europe & Central Asia,High income
Czechia,CZE,1977,10186755.0,,2.34,70.5734146341463,,,Europe & Central Asia,High income
Germany,DEU,1977,78159814.0,,1.4,72.3073170731707,,7682.95377492882,Europe & Central Asia,High income
Djibouti,DJI,1977,253083.0,,6.694,50.568,,,Middle East & North Africa,Lower middle income
Dominica,DMA,1977,72142.0,,,,,635.870192223773,Latin America & Caribbean,Upper middle income
Denmark,DNK,1977,5088419.0,,1.66,74.6324390243903,,9783.85202151322,Europe & Central Asia,High income
Dominican Republic,DOM,1977,5365074.0,,4.842,60.319,,854.992866827186,Latin America & Caribbean,Upper middle income
Algeria,DZA,1977,17134192.0,,7.23,49.191,,1223.97958849013,Middle East & North Africa,Lower middle income
Ecuador,ECU,1977,7506665.0,,5.13,61.559,,1468.87420572267,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,1977,40577356.0,,5.739,54.134,,354.897615211466,Middle East & North Africa,Lower middle income
Eritrea,ERI,1977,1529802.0,,6.608,43.175,,,Sub-Saharan Africa,Low income
Spain,ESP,1977,36511638.0,,2.65,74.1319512195122,,3627.59066324096,Europe & Central Asia,High income
Estonia,EST,1977,1450211.0,,2.06,69.3248292682927,,,Europe & Central Asia,High income
Ethiopia,ETH,1977,33695018.0,,7.255,41.893,,,Sub-Saharan Africa,Low income
Finland,FIN,1977,4738902.0,,1.68,72.350243902439,,7069.10573825616,Europe & Central Asia,High income
Fiji,FJI,1977,599289.0,,4.069,62.273,,1200.64465913218,East Asia & Pacific,Upper middle income
France,FRA,1977,54221988.0,,1.94,73.3512195121951,,7566.66255936088,Europe & Central Asia,High income
Faroe Islands,FRO,1977,41481.0,,2.7,,,,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,1977,70144.0,,6.49,63.363,,,East Asia & Pacific,Lower middle income
Gabon,GAB,1977,694931.0,,5.516,56.089,,4042.63023830888,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,1977,56193492.0,,1.69,73.2243902439024,,4681.43993173038,Europe & Central Asia,High income
Georgia,GEO,1977,4372100.0,,2.427,66.471,,,Europe & Central Asia,Upper middle income
Ghana,GHA,1977,10825496.0,,6.679,50.085,,294.621934314009,Sub-Saharan Africa,Lower middle income
Gibraltar,GIB,1977,28337.0,,2.635,72.227,,,Europe & Central Asia,High income
Guinea,GIN,1977,4730375.0,,6.434,41.411,,,Sub-Saharan Africa,Low income
"Gambia, The",GMB,1977,651934.0,,6.429,43.44,,211.822428879801,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,1977,746588.0,,6.249,42.718,,153.995519892343,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,1977,271377.0,,5.795,40.501,,383.184721165859,Sub-Saharan Africa,Upper middle income
Greece,GRC,1977,9308479.0,,2.27,73.6708048780488,,3886.37445146759,Europe & Central Asia,High income
Grenada,GRD,1977,96329.0,,3.75,67.475,,742.190775209804,Latin America & Caribbean,Upper middle income
Greenland,GRL,1977,49400.0,,2.349,,,5713.95491904992,Europe & Central Asia,High income
Guatemala,GTM,1977,6412667.0,,6.319,55.816,,854.636643380983,Latin America & Caribbean,Upper middle income
Guam,GUM,1977,103676.0,,3.636,67.922,,,East Asia & Pacific,High income
Guyana,GUY,1977,761378.0,,4.169,60.955,,590.876016906189,Latin America & Caribbean,Upper middle income
"Hong Kong SAR, China",HKG,1977,4583700.0,,2.376,73.319512195122,,3429.42027607254,East Asia & Pacific,High income
Honduras,HND,1977,3441122.0,,6.701,58.746,,485.16151127452,Latin America & Caribbean,Lower middle income
Croatia,HRV,1977,4559571.0,,1.946,70.7443902439024,,,Europe & Central Asia,High income
Haiti,HTI,1977,5323827.0,,5.681,49.209,,177.879559196796,Latin America & Caribbean,Lower middle income
Hungary,HUN,1977,10648031.0,,2.15,69.8480487804878,,,Europe & Central Asia,High income
Indonesia,IDN,1977,137861540.0,,4.809,57.081,,332.282053882835,East Asia & Pacific,Lower middle income
Isle of Man,IMN,1977,61506.0,,1.963,67.281,,,Europe & Central Asia,High income
India,IND,1977,651685628.0,,5.007,51.909,,186.420134580461,South Asia,Lower middle income
Ireland,IRL,1977,3282200.0,,3.24,71.9973902439024,,3427.0734359204,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,1977,34876497.0,,6.203,56.577,,2311.01542973089,Middle East & North Africa,Lower middle income
Iraq,IRQ,1977,12400190.0,,6.754,64.228,,1599.82473772802,Middle East & North Africa,Upper middle income
Iceland,ISL,1977,221799.0,,2.31,76.3736585365854,,9957.25443433463,Europe & Central Asia,High income
Israel,ISR,1977,3613000.0,,3.41,72.9585365853659,,,Middle East & North Africa,High income
Italy,ITA,1977,55955411.0,,1.93,73.3646341463415,,4603.59970127027,Europe & Central Asia,High income
Jamaica,JAM,1977,2054927.0,,4.115,68.534,,1581.41743868569,Latin America & Caribbean,Upper middle income
Jordan,JOR,1977,2005418.0,,7.708,64.981,,1045.45210953076,Middle East & North Africa,Upper middle income
Japan,JPN,1977,113872000.0,,1.8,75.8982926829268,,6335.28687066895,East Asia & Pacific,High income
Kazakhstan,KAZ,1977,13543521.0,,3.268,61.853,,,Europe & Central Asia,Upper middle income
Kenya,KEN,1977,14577346.0,,7.803,56.486,,308.312559455685,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,1977,3423900.0,,4.577,60.039756097561,,,Europe & Central Asia,Lower middle income
Cambodia,KHM,1977,6040197.0,,2.716,28.91,,,East Asia & Pacific,Lower middle income
Kiribati,KIR,1977,59894.0,,4.99,56.032,,646.943924878655,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,1977,43603.0,,,,,1020.48703750422,Latin America & Caribbean,High income
"Korea, Rep.",KOR,1977,36411795.0,,2.99,64.9,,1055.8800411599,East Asia & Pacific,High income
Kuwait,KWT,1977,1247225.0,,5.846,68.585,,11333.7445835967,Middle East & North Africa,High income
Lao PDR,LAO,1977,3125742.0,,6.293,45.973,,,East Asia & Pacific,Lower middle income
Lebanon,LBN,1977,3457617.0,,4.308,59.284,,,Middle East & North Africa,Lower middle income
Liberia,LBR,1977,1768092.0,,6.841,43.619,,,Sub-Saharan Africa,Low income
Libya,LBY,1977,2541805.0,,7.815,62.786,,,Middle East & North Africa,Upper middle income
St. Lucia,LCA,1977,115385.0,,5.216,66.887,,,Latin America & Caribbean,Upper middle income
Liechtenstein,LIE,1977,23803.0,,,,,12750.3371954704,Europe & Central Asia,High income
Sri Lanka,LKA,1977,14273495.0,,3.676,66.551,,287.561636646356,South Asia,Lower middle income
Lesotho,LSO,1977,1294435.0,,5.898,54.045,,149.337176226919,Sub-Saharan Africa,Lower middle income
Lithuania,LTU,1977,3355036.0,,2.14,70.809512195122,,,Europe & Central Asia,High income
Luxembourg,LUX,1977,361358.0,,1.5,71.4586585365854,,10486.3357891095,Europe & Central Asia,High income
Latvia,LVA,1977,2485073.0,,1.89,69.1046341463415,,,Europe & Central Asia,High income
"Macao SAR, China",MAC,1977,246405.0,,1.536,72.263,,,East Asia & Pacific,High income
St. Martin (French part),MAF,1977,7131.0,,4.706,72.235,,,Latin America & Caribbean,High income
Morocco,MAR,1977,18206472.0,,5.998,52.704,,604.349670410156,Middle East & North Africa,Lower middle income
Monaco,MCO,1977,26242.0,,,,,30914.2187100115,Europe & Central Asia,High income
Moldova,MDA,1977,2643746.0,,2.436,64.506,,,Europe & Central Asia,Upper middle income
Madagascar,MDG,1977,8195142.0,,6.976,49.757,,287.844970398922,Sub-Saharan Africa,Low income
Maldives,MDV,1977,151792.0,,7.145,52.632,,,South Asia,Upper middle income
Mexico,MEX,1977,62262505.0,,5.414,63.434,,1314.01971848122,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,1977,28912.0,,,,,,East Asia & Pacific,Upper middle income
North Macedonia,MKD,1977,1825299.0,,2.487,68.4434390243903,,,Europe & Central Asia,Upper middle income
Mali,MLI,1977,6935336.0,,7.282,38.106,,151.375297456576,Sub-Saharan Africa,Low income
Malta,MLT,1977,306970.0,,2.14,71.6942195121951,,2037.89733697812,Middle East & North Africa,High income
Myanmar,MMR,1977,31554598.0,,5.118,53.305,,31.7022174351319,East Asia & Pacific,Lower middle income
Montenegro,MNE,1977,557576.0,,2.291,71.3515365853658,,,Europe & Central Asia,Upper middle income
Mongolia,MNG,1977,1572516.0,,6.823,55.501,,,East Asia & Pacific,Lower middle income
Northern Mariana Islands,MNP,1977,15901.0,,,,,,East Asia & Pacific,High income
Mozambique,MOZ,1977,10363575.0,,6.643,42.7,,,Sub-Saharan Africa,Low income
Mauritania,MRT,1977,1381329.0,,6.676,53.37,,578.449932343618,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,1977,921379.0,,3.061,63.7620975609756,,893.914952381185,Sub-Saharan Africa,Upper middle income
Malawi,MWI,1977,5611712.0,,7.46,42.233,,143.680010774725,Sub-Saharan Africa,Low income
Malaysia,MYS,1977,12218924.0,,4.306,66.811,,1075.33182784094,East Asia & Pacific,Upper middle income
Namibia,NAM,1977,926109.0,,6.446,57.553,,,Sub-Saharan Africa,Upper middle income
New Caledonia,NCL,1977,136000.0,,3.43,66.1707317073171,,6158.97152453476,East Asia & Pacific,High income
Niger,NER,1977,5644703.0,,7.595,37.644,,228.79112915687,Sub-Saharan Africa,Low income
Nigeria,NGA,1977,66589655.0,,6.862,45.558,,541.156246046355,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,1977,3038680.0,,6.301,56.243,,737.115148871032,Latin America & Caribbean,Lower middle income
Netherlands,NLD,1977,13856185.0,,1.58,75.2214634146342,,9166.80819524307,Europe & Central Asia,High income
Norway,NOR,1977,4043205.0,,1.75,75.3868292682927,,10266.1206718698,Europe & Central Asia,High income
Nepal,NPL,1977,14550430.0,,5.726,46.005,,95.0075014965194,South Asia,Lower middle income
Nauru,NRU,1977,7441.0,,,,,,East Asia & Pacific,High income
New Zealand,NZL,1977,3120200.0,,2.229,72.1682926829268,,4950.58820538927,East Asia & Pacific,High income
Oman,OMN,1977,866124.0,,7.939,56.257,,3164.87009699132,Middle East & North Africa,High income
Pakistan,PAK,1977,72451105.0,,6.799,56.252,,208.776120199417,South Asia,Lower middle income
Panama,PAN,1977,1823146.0,,4.132,68.603,,1501.9432892374,Latin America & Caribbean,High income
Peru,PER,1977,16224613.0,,5.44,58.617,,901.123908115672,Latin America & Caribbean,Upper middle income
Philippines,PHL,1977,44646518.0,,5.442,62.149,,499.102417251321,East Asia & Pacific,Lower middle income
Palau,PLW,1977,12463.0,,,,,,East Asia & Pacific,Upper middle income
Papua New Guinea,PNG,1977,2917572.0,,5.957,56.037,,562.372823857582,East Asia & Pacific,Lower middle income
Poland,POL,1977,34689050.0,,2.23,70.4024390243902,,,Europe & Central Asia,High income
Puerto Rico,PRI,1977,3088690.0,,2.923,72.616,,3208.77135614128,Latin America & Caribbean,High income
"Korea, Dem. People's Rep.",PRK,1977,17231389.0,,2.771,64.655,,,East Asia & Pacific,Low income
Portugal,PRT,1977,9455675.0,,2.69,70.0121951219512,,2267.37100319478,Europe & Central Asia,High income
Paraguay,PRY,1977,2852430.0,,5.117,63.941,,733.46540674398,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,1977,,,,,,,Middle East & North Africa,Lower middle income
French Polynesia,PYF,1977,149007.0,,4.366,64.936,,5323.2155499121,East Asia & Pacific,High income
Qatar,QAT,1977,227177.0,,5.911,69.837,,15924.0599698057,Middle East & North Africa,High income
Romania,ROU,1977,21756096.0,,2.57,69.7419512195122,,,Europe & Central Asia,High income
Russian Federation,RUS,1977,136100000.0,,1.95,67.3763414634146,,,Europe & Central Asia,Upper middle income
Rwanda,RWA,1977,4783252.0,,8.24,44.797,,156.096847616368,Sub-Saharan Africa,Low income
Saudi Arabia,SAU,1977,8755219.0,,7.295,59.947,,8473.61596604053,Middle East & North Africa,High income
Sudan,SDN,1977,14667218.0,,6.871,53.648,,468.7568359375,Sub-Saharan Africa,Low income
Senegal,SEN,1977,5308297.0,,7.268,46.152,,553.481899608247,Sub-Saharan Africa,Lower middle income
Singapore,SGP,1977,2325300.0,,1.82,71.3711219512195,,2846.33598832854,East Asia & Pacific,High income
Solomon Islands,SLB,1977,210932.0,,6.945,60.864,,441.597478120075,East Asia & Pacific,Lower middle income
Sierra Leone,SLE,1977,3172195.0,,6.568,42.06,,218.075420456534,Sub-Saharan Africa,Low income
El Salvador,SLV,1977,4256699.0,,5.463,54.024,,691.061336495721,Latin America & Caribbean,Lower middle income
San Marino,SMR,1977,20482.0,,,,,,Europe & Central Asia,High income
Somalia,SOM,1977,4449505.0,,7.004,46.918,,112.046367639429,Sub-Saharan Africa,Low income
Serbia,SRB,1977,7258000.0,,,,,,Europe & Central Asia,Upper middle income
South Sudan,SSD,1977,3901044.0,,6.913,37.325,,,Sub-Saharan Africa,Low income
Sao Tome and Principe,STP,1977,90299.0,,6.504,58.83,,,Sub-Saharan Africa,Lower middle income
Suriname,SUR,1977,385810.0,,4.332,61.453,,1662.73554340219,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,1977,4840501.0,,2.49,70.4231219512195,,,Europe & Central Asia,High income
Slovenia,SVN,1977,1842377.0,,2.166,70.5560975609756,,,Europe & Central Asia,High income
Sweden,SWE,1977,8251540.0,,1.64,75.379756097561,,11448.6193912266,Europe & Central Asia,High income
Eswatini,SWZ,1977,542328.0,,6.695,55.598,,560.634593984593,Sub-Saharan Africa,Lower middle income
Sint Maarten (Dutch part),SXM,1977,10172.0,,,,,,Latin America & Caribbean,High income
Seychelles,SYC,1977,61786.0,,,,,1044.35306798524,Sub-Saharan Africa,High income
Syrian Arab Republic,SYR,1977,8029313.0,,7.41,63.764,,857.145934357095,Middle East & North Africa,Low income
Turks and Caicos Islands,TCA,1977,6885.0,,4.758,70.584,,,Latin America & Caribbean,High income
Chad,TCD,1977,4238551.0,,6.896,42.255,,220.679299680115,Sub-Saharan Africa,Low income
Togo,TGO,1977,2630626.0,,7.111,49.76,,295.532325946694,Sub-Saharan Africa,Low income
Thailand,THA,1977,42843802.0,,3.897,62.354,,461.661062900619,East Asia & Pacific,Upper middle income
Tajikistan,TJK,1977,3703010.0,,6.389,59.377,,,Europe & Central Asia,Lower middle income
Turkmenistan,TKM,1977,2659019.0,,5.683,59.877,,,Europe & Central Asia,Upper middle income
Timor-Leste,TLS,1977,619308.0,,5.085,24.427,,,East Asia & Pacific,Lower middle income
Tonga,TON,1977,95847.0,,5.471,65.302,,356.186295772271,East Asia & Pacific,Upper middle income
Trinidad and Tobago,TTO,1977,1081693.0,,3.169,66.641,,2901.62427478653,Latin America & Caribbean,High income
Tunisia,TUN,1977,6092769.0,,5.772,61.543,,838.588170554966,Middle East & North Africa,Lower middle income
Turkiye,TUR,1977,41385656.0,,4.758,60.743,,1417.96310618668,Europe & Central Asia,Upper middle income
Tuvalu,TUV,1977,6984.0,,3.499,59.672,,,East Asia & Pacific,Upper middle income
Tanzania,TZA,1977,17454627.0,,6.987,49.842,,,Sub-Saharan Africa,Lower middle income
Uganda,UGA,1977,12369253.0,,7.209,45.511,,237.400802476535,Sub-Saharan Africa,Low income
Ukraine,UKR,1977,49357430.0,,1.94,68.8185609756098,,,Europe & Central Asia,Lower middle income
Uruguay,URY,1977,2909327.0,,2.896,69.746,,1414.30202333707,Latin America & Caribbean,High income
United States,USA,1977,220239000.0,,1.79,73.2560975609756,,9452.57651914511,North America,High income
Uzbekistan,UZB,1977,14731709.0,,5.536,62.329,,,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,1977,105499.0,,4.498,69.676,,467.806916196854,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,1977,13965250.0,,4.494,67.957,,2592.91438924606,Latin America & Caribbean,
British Virgin Islands,VGB,1977,10578.0,,3.199,68.163,,,Latin America & Caribbean,High income
Virgin Islands (U.S.),VIR,1977,93203.0,,3.268,67.8813414634146,,,Latin America & Caribbean,High income
Vietnam,VNM,1977,49418150.0,,5.262,65.049,,,East Asia & Pacific,Lower middle income
Vanuatu,VUT,1977,108769.0,,5.936,59.223,,,East Asia & Pacific,Lower middle income
Samoa,WSM,1977,160362.0,,6.378,63.642,,,East Asia & Pacific,Lower middle income
Kosovo,XKX,1977,1430000.0,,4.961,66.74,,,Europe & Central Asia,Upper middle income
"Yemen, Rep.",YEM,1977,8348182.0,,8.504,47.286,,,Middle East & North Africa,Low income
South Africa,ZAF,1977,27199838.0,,4.942,58.492,,1666.49521820892,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,1977,5233292.0,,7.333,54.709,,474.462346072033,Sub-Saharan Africa,Low income
Zimbabwe,ZWE,1977,6453044.0,,6.845,56.285,,676.329202156378,Sub-Saharan Africa,Lower middle income
Aruba,ABW,1978,61738.0,,2.425,70.494,,,Latin America & Caribbean,High income
Afghanistan,AFG,1978,12938862.0,,7.599,40.271,,255.045622164367,South Asia,Low income
Angola,AGO,1978,7771590.0,,7.467,41.83,,,Sub-Saharan Africa,Lower middle income
