Name,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Bug,Dark,Dragon,Electric,Fairy,Fighting,Fire,Flying,Ghost,Grass,Ground,Ice,Normal,Poison,Psychic,Rock,Steel,Water
Dewgong,0.3327896610546074,0.8127861544130619,-0.2774988302234349,0.1975837201936097,-0.08623368946903401,0.8305012546589539,0.059310030166919644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Grimer,-0.9183776842224434,0.42091673747191216,0.030790385411543508,-0.7650653428690443,-1.0036133646715257,-0.7875334443194173,-1.4901537477787345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Muk,0.5413175519341158,1.4005902798247865,0.8015134244989897,0.037142209683167365,-0.23913030200278262,1.0102828878787729,-0.6293405378089266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Shellder,-1.0851999969260502,-1.5384303472338363,-0.43164343804092414,0.839349762235379,-0.8507167521377771,-1.6864416104185125,-0.9736658217968498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cloyster,0.7498454428136243,-0.754691513351537,0.4932242088640112,3.4064139304024565,0.37245614813221184,-0.9673150775392364,0.059310030166919644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Gastly,-1.0434944187501485,-1.5384303472338363,-1.3565110849458595,-1.4068313849108136,0.8311459857334578,-1.3268783439788745,0.4036353141548428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Haunter,-0.2510884334080163,-0.9506262218221118,-0.8940772614933918,-0.9255068533794867,1.2898358233347036,-0.6077518110995983,0.9201232401367275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Gengar,0.5413175519341158,-0.3628220964103872,-0.43164343804092414,-0.44418232184815964,1.7485256609359494,0.11137472177967776,1.4366111661186123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
GengarMega Gengar,1.3754291154521496,-0.3628220964103872,-0.43164343804092414,0.1975837201936097,2.9716985612059386,0.8305012546589539,2.1252617340944586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Onix,-0.4179107461116231,-1.3424956387632614,-1.0482218693108811,2.764647888360687,-1.309406589739023,-0.9673150775392364,0.059310030166919644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Drowzee,-0.8933543373169024,-0.3628220964103872,-0.9557351046203875,-0.9255068533794867,-0.9118753971512766,0.6507196214391349,-0.9048007649992652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Hypno,0.39951858613605007,0.616851445942487,-0.18501206553294142,-0.12329930082727497,0.005504278051215159,1.5496277875382298,-0.0439875550294573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Krabby,-0.9183776842224434,-1.5384303472338363,0.8015134244989897,0.5184667412144943,-1.4623032022727716,-1.6864416104185125,-0.6293405378089266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Kingler,0.3327896610546074,-0.558756804880962,1.5722364635864357,1.320674293766706,-0.6978201396040286,-0.7875334443194173,0.23147267216088122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Voltorb,-0.8766721060465417,-1.1465609302926867,-1.5106556927633488,-0.7650653428690443,-0.5449235270702799,-0.6077518110995983,1.0922858821306891,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electrode,0.3744952392305091,-0.3628220964103872,-0.8940772614933918,-0.12329930082727497,0.21955953559846322,0.29115635499949677,2.4695870180823816,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exeggcute,-0.9183776842224434,-0.3628220964103872,-1.2023664771283702,0.1975837201936097,-0.39202691453653127,-0.9673150775392364,-0.9736658217968498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Exeggutor,0.7081398646377226,1.0087208628836368,0.4932242088640112,0.358025230704052,1.5956290484022009,-0.2481885446599603,-0.4571778958149651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Cubone,-0.9600832623983451,-0.754691513351537,-0.8940772614933918,0.6789082517249367,-1.0036133646715257,-0.7875334443194173,-1.1458284637908114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marowak,-0.08426612070440954,-0.3628220964103872,0.030790385411543508,1.1602327832562638,-0.6978201396040286,0.29115635499949677,-0.8015031798028882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hitmonlee,0.1659673483510006,-0.754691513351537,1.2639472479514573,-0.6688004365627789,-1.1565099772052745,1.3698461543184108,0.644663012946389,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hitmonchan,0.1659673483510006,-0.754691513351537,0.8015134244989897,0.16549541809152124,-1.1565099772052745,1.3698461543184108,0.26590520055967354,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lickitung,-0.4179107461116231,0.8127861544130619,-0.7399326536759026,0.037142209683167365,-0.39202691453653127,0.11137472177967776,-1.3179911057847729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Koffing,-0.7932609496947383,-1.1465609302926867,-0.43164343804092414,0.6789082517249367,-0.39202691453653127,-0.9673150775392364,-1.1458284637908114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Weezing,0.45790639558231244,-0.16688738793981236,0.33907960104652196,1.4811158042771484,0.37245614813221184,-0.06840691144014126,-0.2850152538210035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Rhyhorn,-0.7515553715188366,0.42091673747191216,0.18493499322903273,0.6789082517249367,-1.309406589739023,-1.5066599771986935,-1.4901537477787345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Rhydon,0.41620081740641074,1.4005902798247865,1.5722364635864357,1.4811158042771484,-0.8507167521377771,-0.9673150775392364,-0.9736658217968498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Chansey,0.12426177017509892,7.082696825471457,-2.2813787318507948,-2.2090389374630255,-1.1565099772052745,1.1900645210985918,-0.6293405378089266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tangela,-0.0008549643526061554,-0.16688738793981236,-0.7399326536759026,1.320674293766706,0.8311459857334578,-1.1470967107590553,-0.2850152538210035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kangaskhan,0.45790639558231244,1.4005902798247865,0.4932242088640112,0.1975837201936097,-1.0036133646715257,0.29115635499949677,0.7479605981427659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
KangaskhanMega Kangaskhan,1.2920179591003462,1.4005902798247865,1.4180918557689466,0.839349762235379,-0.39202691453653127,1.0102828878787729,1.0922858821306891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Horsea,-1.1686111532778536,-1.5384303472338363,-1.2023664771283702,-0.12329930082727497,-0.08623368946903401,-1.6864416104185125,-0.2850152538210035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Seadra,0.04085061382329554,-0.558756804880962,-0.43164343804092414,0.6789082517249367,0.6782493731997091,-0.9673150775392364,0.5757979561488044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Goldeen,-0.9600832623983451,-0.9506262218221118,-0.36998559491392846,-0.44418232184815964,-1.1565099772052745,-0.7875334443194173,-0.18171766862462657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Seaking,0.12426177017509892,0.42091673747191216,0.40073744417351764,-0.2837408113377173,-0.23913030200278262,0.29115635499949677,-0.009555026630664985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Staryu,-0.7932609496947383,-1.5384303472338363,-1.0482218693108811,-0.604623832358602,-0.08623368946903401,-0.6077518110995983,0.5757979561488044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Starmie,0.7081398646377226,-0.3628220964103872,-0.12335422240594572,0.358025230704052,0.8311459857334578,0.4709379882193158,1.6087738081125738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Mr. Mime,0.2076729265269023,-1.1465609302926867,-1.0482218693108811,-0.2837408113377173,0.8311459857334578,1.729409420758049,0.7479605981427659,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Scyther,0.5413175519341158,0.029047320530762477,0.9556580323164788,0.1975837201936097,-0.5449235270702799,0.29115635499949677,1.2644485241246506,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jynx,0.1659673483510006,-0.16688738793981236,-0.8940772614933918,-1.2463898744003714,1.2898358233347036,0.8305012546589539,0.9201232401367275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Electabuzz,0.45790639558231244,-0.16688738793981236,0.12327715010203703,-0.540447228154425,0.6782493731997091,0.4709379882193158,1.2644485241246506,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magmar,0.49961197375821415,-0.16688738793981236,0.4932242088640112,-0.540447228154425,0.8311459857334578,0.4709379882193158,0.8512581833391429,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pinsir,0.5413175519341158,-0.16688738793981236,1.4180918557689466,0.839349762235379,-0.5449235270702799,-0.06840691144014126,0.5757979561488044,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PinsirMega Pinsir,1.3754291154521496,-0.16688738793981236,2.3429595026738816,1.4811158042771484,-0.23913030200278262,0.6507196214391349,1.2644485241246506,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tauros,0.45790639558231244,0.22498202900133732,0.6473688166815004,0.6789082517249367,-1.0036133646715257,-0.06840691144014126,1.4366111661186123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Magikarp,-1.9610171386199857,-1.930299764174986,-2.1272341240333055,-0.604623832358602,-1.7680964273402688,-1.8662232436383315,0.4036353141548428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Gyarados,0.8749621773413294,1.0087208628836368,1.4180918557689466,0.16549541809152124,-0.39202691453653127,1.0102828878787729,0.4380678425536351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
GyaradosMega Gyarados,1.7090737408593633,1.0087208628836368,2.3429595026738816,1.1281444811541752,-0.08623368946903401,2.088972687197687,0.4380678425536351,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lapras,0.8332565991654277,2.380263822177661,0.18493499322903273,0.1975837201936097,0.37245614813221184,0.8305012546589539,-0.2850152538210035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Ditto,-1.2269989627241158,-0.8330653967397669,-0.9557351046203875,-0.8292419470732213,-0.758978784617528,-0.8594460976073449,-0.6982055946065113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Eevee,-0.9183776842224434,-0.558756804880962,-0.7399326536759026,-0.7650653428690443,-0.8507167521377771,-0.2481885446599603,-0.4571778958149651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Vaporeon,0.7498454428136243,2.380263822177661,-0.43164343804092414,-0.44418232184815964,1.136939210800955,0.8305012546589539,-0.11285261182704193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jolteon,0.7498454428136243,-0.16688738793981236,-0.43164343804092414,-0.44418232184815964,1.136939210800955,0.8305012546589539,2.1252617340944586,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flareon,0.7498454428136243,-0.16688738793981236,1.5722364635864357,-0.44418232184815964,0.6782493731997091,1.3698461543184108,-0.11285261182704193,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Porygon,-0.3344995897598197,-0.16688738793981236,-0.5857880458584134,-0.12329930082727497,0.37245614813221184,0.11137472177967776,-0.9736658217968498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Omanyte,-0.6681442151670333,-1.3424956387632614,-1.2023664771283702,0.839349762235379,0.5253527606659605,-0.6077518110995983,-1.1458284637908114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Omastar,0.49961197375821415,0.029047320530762477,-0.5857880458584134,1.6415573147875908,1.2898358233347036,-0.06840691144014126,-0.4571778958149651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Kabuto,-0.6681442151670333,-1.5384303472338363,0.030790385411543508,0.5184667412144943,-0.5449235270702799,-0.9673150775392364,-0.4571778958149651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Kabutops,0.49961197375821415,-0.3628220964103872,1.109802640133968,0.9997912727458214,-0.23913030200278262,-0.06840691144014126,0.4036353141548428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Aerodactyl,0.6664342864618209,0.42091673747191216,0.8015134244989897,-0.2837408113377173,-0.39202691453653127,0.11137472177967776,2.1252617340944586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AerodactylMega Aerodactyl,1.5005458499798547,0.42091673747191216,1.726381071403925,0.358025230704052,-0.08623368946903401,0.8305012546589539,2.813912302070305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Snorlax,0.8749621773413294,3.55587207300111,0.9556580323164788,-0.2837408113377173,-0.23913030200278262,1.3698461543184108,-1.3179911057847729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Articuno,1.2086068027485428,0.8127861544130619,0.18493499322903273,0.839349762235379,0.6782493731997091,1.909191053977868,0.5757979561488044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Zapdos,1.2086068027485428,0.8127861544130619,0.33907960104652196,0.358025230704052,1.5956290484022009,0.6507196214391349,1.0922858821306891,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moltres,1.2086068027485428,0.8127861544130619,0.6473688166815004,0.5184667412144943,1.5956290484022009,0.4709379882193158,0.7479605981427659,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dratini,-1.1269055751019519,-1.1073739885985716,-0.462472359604422,-0.9255068533794867,-0.6978201396040286,-0.7875334443194173,-0.6293405378089266,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dragonair,-0.12597169888031123,-0.32363515471627224,0.1541060716655349,-0.2837408113377173,-0.08623368946903401,-0.06840691144014126,0.059310030166919644,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dragonite,1.3754291154521496,0.8519730961071769,1.6955521498404271,0.6789082517249367,0.8311459857334578,1.0102828878787729,0.4036353141548428,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mewtwo,2.042718366266577,1.4397772215189013,0.9556580323164788,0.5184667412144943,2.4824294010979426,0.6507196214391349,2.1252617340944586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MewtwoMega Mewtwo X,2.8768299297846105,1.4397772215189013,3.421971757396306,0.839349762235379,2.4824294010979426,1.0102828878787729,2.1252617340944586,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MewtwoMega Mewtwo Y,2.8768299297846105,1.4397772215189013,2.188814894856393,-0.12329930082727497,3.705602301367932,1.729409420758049,2.4695870180823816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Mew,1.3754291154521496,1.2046555713542115,0.6473688166815004,0.839349762235379,0.8311459857334578,1.0102828878787729,1.0922858821306891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Chikorita,-0.9767654936687057,-0.9506262218221118,-0.9249061830568897,-0.2837408113377173,-0.7283994621107782,-0.2481885446599603,-0.8015031798028882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bayleef,-0.2510884334080163,-0.3628220964103872,-0.5241302027314176,0.1975837201936097,-0.30028894701628206,0.29115635499949677,-0.2850152538210035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meganium,0.7498454428136243,0.42091673747191216,0.09244822853853919,0.839349762235379,0.3112975031187124,1.0102828878787729,0.4036353141548428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyndaquil,-1.0518355343853287,-1.1857478719868015,-0.8324194183663961,-0.9896834575836636,-0.39202691453653127,-0.7875334443194173,-0.11285261182704193,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quilava,-0.2510884334080163,-0.4411959797986172,-0.462472359604422,-0.5083589260523366,0.21955953559846322,-0.2481885446599603,0.4036353141548428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Typhlosion,0.8249154835302474,0.34254285408368224,0.1541060716655349,0.13340711598943278,1.1063598882942052,0.4709379882193158,1.0922858821306891,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Totodile,-1.010129956209427,-0.754691513351537,-0.43164343804092414,-0.3158291134398058,-0.8812960746445269,-0.8594460976073449,-0.8703682366004729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Croconaw,-0.2510884334080163,-0.16688738793981236,0.030790385411543508,0.1975837201936097,-0.422606237043281,-0.3201011979478879,-0.35388031061858816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Feraligatr,0.791551020989526,0.616851445942487,0.8015134244989897,0.839349762235379,0.1889802130917135,0.3990253349313882,0.3347702573572582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sentret,-1.8359004040922806,-1.3424956387632614,-1.017392947747383,-1.2784781765024598,-1.1565099772052745,-0.9673150775392364,-1.662316389772696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Furret,-0.1676772770562129,0.616851445942487,-0.09252530084244787,-0.3158291134398058,-0.8507167521377771,-0.6077518110995983,0.7479605981427659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Hoothoot,-1.4438679692388048,-0.3628220964103872,-1.5106556927633488,-1.4068313849108136,-1.1259306546985246,-0.5717954844556346,-0.6293405378089266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Noctowl,0.057532845093656214,1.2046555713542115,-0.8940772614933918,-0.7650653428690443,0.09724224557146434,0.8664575813029176,0.059310030166919644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ledyba,-1.4188446223332636,-1.1465609302926867,-1.8189449083983271,-1.4068313849108136,-1.0036133646715257,0.29115635499949677,-0.4571778958149651,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ledian,-0.3762051679357214,-0.558756804880962,-1.3565110849458595,-0.7650653428690443,-0.5449235270702799,1.3698461543184108,0.5757979561488044,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spinarak,-1.5439613568609687,-1.1465609302926867,-0.5857880458584134,-1.085948363889929,-1.0036133646715257,-1.1470967107590553,-1.3179911057847729,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ariados,-0.3762051679357214,0.029047320530762477,0.33907960104652196,-0.12329930082727497,-0.39202691453653127,-0.4279701778797793,-0.9736658217968498,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Crobat,0.8332565991654277,0.616851445942487,0.33907960104652196,0.1975837201936097,-0.08623368946903401,0.29115635499949677,2.1252617340944586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Chinchou,-0.8766721060465417,0.22498202900133732,-1.264024320255366,-1.150124968094106,-0.5143442045635301,-0.5717954844556346,-0.0439875550294573,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lanturn,0.2076729265269023,2.184329113707086,-0.6474458889854091,-0.5083589260523366,0.09724224557146434,0.14733104842364156,-0.0439875550294573,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Pichu,-1.919311560444084,-1.930299764174986,-1.2023664771283702,-1.8881559164421406,-1.1565099772052745,-1.3268783439788745,-0.2850152538210035,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cleffa,-1.8108770571867396,-0.754691513351537,-1.6648003005808378,-1.4710079891149905,-0.8507167521377771,-0.6077518110995983,-1.8344790317666577,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Igglybuff,-1.8776059822681823,0.8127861544130619,-1.5106556927633488,-1.8881559164421406,-1.0036133646715257,-1.8662232436383315,-1.8344790317666577,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Togepi,-1.5856669350368704,-1.3424956387632614,-1.8189449083983271,-0.2837408113377173,-1.0036133646715257,-0.2481885446599603,-1.662316389772696,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
